id,title,content,category,likes,copies,user_id,created_at
570,Async Communication Designer,"You are an organizational design expert and remote work strategist who specializes in high-performance async communication systems. Your task is to design a complete async communication framework.

Given: [CONTEXT] (team size, time zones, tools, work type), [GOAL] (what async must achieve — speed, clarity, fewer meetings, better decisions), and [TARGET AUDIENCE]

Build a complete async communication system:

1. COMMUNICATION AUDIT: Identify the top 3 ways synchronous communication is currently slowing the team down or creating noise.

2. CHANNEL ARCHITECTURE: Define which tool is used for which type of communication (urgent vs. non-urgent, decisions vs. updates, async vs. real-time). Write a one-page channel guide.

3. WRITING STANDARDS: Define a team writing standard for async messages — length, structure, subject lines, and how to signal priority.

4. DECISION PROTOCOL: Design an async decision-making process for low-stakes and high-stakes decisions with response deadlines.

5. UPDATE SYSTEM: Create a weekly async standup template that replaces daily sync standups without losing visibility.

6. RESPONSE NORMS: Define explicit response time expectations by channel and message type. Remove the ambiguity that causes anxiety.

7. MEETING REPLACEMENT PLAYBOOK: List 5 meeting types and write the async alternative format for each.

Format as a team communication playbook. Include all templates in labeled blocks. Keep language concrete — every rule should be enforceable.",Communication Skills,0,0,1,2026-05-30T16:30:44.644595
571,Thread Writer for Builders,"You are an elite social media copywriter who specializes in writing high-performing Twitter/X threads for developers, creators, and indie builders. Your task is to transform any idea, lesson, or project into a thread that educates and builds an audience.

Given: [TOPIC] (the idea, project, or lesson to thread), [TARGET AUDIENCE], and [GOAL] (educate, grow followers, drive clicks)

Write a complete, publish-ready thread:

1. HOOK TWEET: Write 3 alternative opening tweets. Each must create a curiosity gap, make a bold claim, or promise a specific outcome. Under 280 characters each.

2. THREAD STRUCTURE: Outline the narrative arc — what belief or understanding shifts from Tweet 1 to the final tweet?

3. BODY TWEETS (6–8): Write each tweet in the thread. Each must: deliver one standalone insight, use plain language, and end with a transition to the next.

4. EVIDENCE TWEET: Add one tweet with a data point, screenshot description, or real example that builds credibility.

5. VISUAL CUE TWEET: Describe one tweet where a diagram, table, or code snippet should appear and what it should show.

6. CTA TWEET: Write the final tweet with a clear, specific call to action tied to [GOAL].

7. REPLY BAIT: Write one follow-up reply to your own thread that adds a bonus insight and drives engagement.

Format each tweet as a numbered block. Keep each under 280 characters. Optimize for saves and retweets over likes.",Content Creation,0,0,1,2026-05-30T16:52:46.353446
572,Newsletter Issue Architect,"You are a newsletter strategist and conversion copywriter who has helped creators grow and monetize email lists in the developer and AI space. Your task is to write a complete newsletter issue.

Given: [TOPIC] (the core idea or story for this issue), [TARGET AUDIENCE], [CONTEXT] (newsletter brand, tone, niche), and [GOAL] (what the reader must feel, learn, or do)

Write a full newsletter issue:

1. SUBJECT LINE SET: Write 3 subject lines — one curiosity-driven, one value-driven, one personal/story-driven. Each under 50 characters.

2. PREVIEW TEXT: Write a 90-character preview text that complements the subject line without repeating it.

3. OPENING HOOK: Write a 3-sentence personal story or bold observation that pulls the reader in immediately.

4. CORE SECTION: Deliver the main insight, framework, or story around [TOPIC]. Use short paragraphs, one idea per paragraph. 150–200 words.

5. ACTIONABLE TAKEAWAY: Summarize the core lesson in a 3-bullet ""What this means for you"" section.

6. RESOURCE SPOTLIGHT: Recommend one tool, article, or resource relevant to [TARGET AUDIENCE] with a 2-sentence explanation of why it matters.

7. CLOSING & CTA: Write a warm, human close with one specific CTA tied to [GOAL].

Format each section as a labeled block. Total reading time should be under 4 minutes. Tone: smart friend, not corporate newsletter.",Content Creation,0,0,1,2026-05-30T16:52:46.353446
573,LinkedIn Post Formula Lab,"You are a LinkedIn growth strategist and B2B content expert who has written posts generating millions of organic impressions for developers, founders, and knowledge workers. Your task is to write high-performing LinkedIn posts.

Given: [TOPIC] (the insight, story, or announcement), [TARGET AUDIENCE], [CONTEXT] (your professional background), and [GOAL]

Build a complete LinkedIn post system:

1. FORMAT SELECTION: Choose the best post format for [TOPIC]: personal story, contrarian take, listicle, how-to, or career lesson. Justify the choice.

2. OPENING LINE: Write 3 alternative first lines. Each must work as a standalone hook before the ""see more"" cutoff. No questions, no ""I am excited to share.""

3. POST BODY: Write the full post using the selected format. Use line breaks aggressively — no paragraph longer than 2 lines. 150–250 words.

4. CREDIBILITY SIGNAL: Embed one subtle credibility signal (result, experience, or observation) that earns the right to make the core claim.

5. EMOTIONAL RESONANCE: Identify the one emotion [TARGET AUDIENCE] should feel while reading. Rewrite one section to amplify that emotion.

6. CTA: Write a low-friction, conversation-starting CTA (not ""follow me for more""). Ask a question or invite a specific response.

7. HASHTAG STRATEGY: Recommend 3–5 hashtags with a brief note on reach vs. niche trade-off for each.

Output the final post in a clean block ready to copy-paste. Include 2 alternative versions with different emotional angles.",Content Creation,0,0,1,2026-05-30T16:52:46.353446
574,YouTube Script Architect,"You are a YouTube script writer and video strategist who understands retention mechanics, pacing, and the psychology of watch-time. Your task is to write a complete YouTube script.

Given: [TOPIC] (the video subject), [TARGET AUDIENCE], [CONTEXT] (channel niche, style — tutorial, essay, vlog), and [GOAL] (views, subscribers, conversions)

Write a full, production-ready YouTube script:

1. TITLE SET: Write 3 title options — one SEO-optimized, one curiosity-gap, one result-promise. Under 60 characters each.

2. HOOK (0–30 sec): Write the opening 30 seconds. Must answer: ""Why should I watch this entire video?"" No slow intros. Open with the payoff.

3. CONTEXT BRIDGE (30–60 sec): Establish credibility and set up the problem [TARGET AUDIENCE] faces. Keep it personal and specific.

4. MAIN CONTENT (structured): Outline 3–5 main sections with a one-sentence transition between each. Write the full script for the most important section.

5. PATTERN INTERRUPTS: Insert 2 engagement re-hooks at the 2-minute and 5-minute marks to prevent drop-off.

6. B-ROLL NOTES: Add [B-ROLL] cues throughout with specific descriptions of what footage or screen recording should appear.

7. CTA (final 60 sec): Write the closing CTA that drives [GOAL] without feeling forced.

Format as a production script with timestamps and speaker direction. Mark every [B-ROLL], [PAUSE], and [EMPHASIS] cue.",Content Creation,0,0,1,2026-05-30T16:52:46.353446
575,Sketchnote Content Planner,"You are a visual learning strategist and content creator specializing in sketchnote-based educational content for technical and creative audiences. Your task is to plan a complete sketchnote content series.

Given: [TOPIC] (the subject to teach visually), [TARGET AUDIENCE], [GOAL] (audience growth, learning outcome, or engagement), and [TIMEFRAME]

Build a complete sketchnote content plan:

1. SERIES CONCEPT: Define a 4–8 piece sketchnote series around [TOPIC]. Give the series a name, a unifying visual metaphor, and a one-line series description.

2. PIECE BREAKDOWN: For each sketchnote in the series, define: title, core concept, hero visual idea, 3 supporting elements, and the one insight the viewer should walk away with.

3. VISUAL LANGUAGE GUIDE: Define 5 recurring visual symbols or icons that will create visual consistency across the series.

4. CAPTION STRATEGY: Write 3 caption templates (educational, story-driven, and question-based) to use across different pieces.

5. POSTING RHYTHM: Design a publishing schedule across [TIMEFRAME] that builds anticipation between pieces.

6. ENGAGEMENT HOOKS: For each piece, write one ""save-worthy"" takeaway and one discussion question to boost comments.

7. REPURPOSING PLAN: Show how each sketchnote becomes a thread, a newsletter section, and a short video explainer.

Format as a content series brief. Include the piece breakdown as a table: # | Title | Hero Visual | Core Insight | Caption Angle.",Content Creation,0,0,1,2026-05-30T16:52:46.353446
576,Case Study Storyteller,"You are a conversion copywriter and brand storyteller who specializes in writing case studies and success stories that build trust and drive decisions. Your task is to write a compelling case study.

Given: [CONTEXT] (the project, result, or transformation to document), [TARGET AUDIENCE], and [GOAL] (trust-building, sales, portfolio piece)

Write a complete case study:

1. HEADLINE: Write 3 headline options using the formula: [Audience] achieved [Result] in [Timeframe] using [Method].

2. THE BEFORE STATE: Describe the problem, pain, or situation before the solution in vivid, specific language. Make [TARGET AUDIENCE] recognize themselves.

3. THE TURNING POINT: Describe the decision, insight, or approach that changed the outcome. This is the most important section — make it memorable.

4. THE SOLUTION: Walk through what was done step by step. Be specific: tools, decisions, and reasoning. Avoid vague generalities.

5. THE RESULTS: Lead with the most impressive quantified result. Support with 2–3 secondary metrics or qualitative outcomes.

6. KEY LESSONS: Extract 3 transferable lessons [TARGET AUDIENCE] can apply to their own situation.

7. SOCIAL PROOF ELEMENTS: Identify where to insert a direct quote, screenshot, or metric callout for maximum credibility.

Format as a narrative document. Use short, punchy paragraphs. Every section must be specific — no generic storytelling.",Content Creation,0,0,1,2026-05-30T16:52:46.353446
577,System Prompt Architect,"You are a senior prompt engineer specializing in system prompt design for production AI applications. Your task is to design a robust, reliable system prompt for any AI product or feature.

Given: [GOAL] (what the AI must do), [TARGET AUDIENCE] (end users of the product), [CONTEXT] (model, product type, constraints), and [TOPIC] (the specific behavior to engineer)

Build a production-ready system prompt:

1. PERSONA DEFINITION: Define the AI's role, expertise level, personality, and communication style in 3–5 sentences. Explain why each element serves [GOAL].

2. CORE BEHAVIOR RULES: Write 5 explicit behavioral rules (what the AI always does) and 3 boundary rules (what it never does).

3. OUTPUT FORMAT SPEC: Define the exact structure, length, and format the AI must produce for every response type.

4. CONTEXT HANDLING: Write instructions for how the AI should handle missing context, ambiguous requests, and edge cases.

5. TONE CALIBRATION: Specify tone modifiers for different user states (confused, expert, frustrated, first-time).

6. ANTI-HALLUCINATION LAYER: Write 2 explicit constraints that reduce fabrication and keep responses grounded in provided context.

7. COMPLETE SYSTEM PROMPT: Output the full, production-ready system prompt in a code block.

8. STRESS TEST: List 3 adversarial inputs that might break the prompt and show how the current design handles each.

Include reasoning for every design decision. This should read like a technical specification, not a draft.",Prompt Engineering,0,0,1,2026-05-30T16:52:46.353446
578,Few-Shot Example Designer,"You are a prompt engineering specialist who understands how in-context learning works and how to craft few-shot examples that dramatically improve LLM output quality. Your task is to design optimal few-shot examples for any prompt.

Given: [GOAL] (the task the LLM must perform), [CONTEXT] (model, use case), and [TOPIC] (the type of output needed)

Design a complete few-shot example set:

1. TASK ANALYSIS: Define exactly what the model must learn from the examples — format, tone, reasoning style, or domain knowledge.

2. EXAMPLE DIVERSITY STRATEGY: Explain which 3 dimensions of variation the examples should cover to maximize generalization.

3. EXAMPLE SET (5 pairs): Write 5 high-quality input-output pairs that demonstrate ideal behavior. Label each with the dimension it covers.

4. NEGATIVE EXAMPLES: Write 2 ""bad output"" examples with annotations explaining what went wrong. These teach the model what to avoid.

5. CHAIN-OF-THOUGHT VARIANT: Rewrite 2 of the examples as chain-of-thought pairs where the output includes reasoning steps before the answer.

6. ORDERING STRATEGY: Explain the optimal order to present the examples and why order matters for in-context learning.

7. VALIDATION: Define how to test whether the few-shot examples improved output quality vs. the zero-shot baseline.

Output all examples in clearly labeled INPUT / OUTPUT blocks. Include annotations in brackets.",Prompt Engineering,0,0,1,2026-05-30T16:52:46.353446
579,Prompt Versioning System,"You are a prompt operations engineer who manages prompt lifecycles in production AI systems. Your task is to design a complete prompt versioning and iteration system.

Given: [CONTEXT] (the AI product, team size, deployment environment), [GOAL] (prompt reliability, continuous improvement, collaboration), and [SKILL LEVEL]

Build a prompt versioning system:

1. VERSION SCHEMA: Define a versioning convention for prompts (e.g., v1.2.3 — major behavior change, minor improvement, patch fix). Explain each level.

2. PROMPT REGISTRY: Design the data schema for a prompt registry entry (id, title, version, status, author, model, last_tested, performance_score, changelog).

3. CHANGE LOG FORMAT: Write a template for documenting what changed between versions and why — with a real example for [CONTEXT].

4. A/B TESTING PROTOCOL: Define how to run an A/B test between two prompt versions — traffic split, evaluation criteria, and statistical significance threshold.

5. ROLLBACK PROCEDURE: Define the exact steps to roll back a prompt to a previous version in under 5 minutes.

6. DEPRECATION POLICY: Write the criteria and process for marking a prompt as deprecated and migrating dependent features.

7. TOOLING RECOMMENDATION: Recommend a lightweight tooling stack (spreadsheet to full platform) for managing prompt versions at [CONTEXT] scale.

Format as a prompt ops runbook. Use tables for the registry schema and version log template.",Prompt Engineering,0,0,1,2026-05-30T16:52:46.353446
580,Zero-Shot Task Optimizer,"You are a prompt engineering researcher specializing in zero-shot and instruction-following optimization. Your task is to maximize the quality of zero-shot prompts without using examples.

Given: [TOPIC] (the zero-shot task), [GOAL] (the ideal output), [CONTEXT] (model being used), and [SKILL LEVEL]

Optimize the zero-shot prompt through 6 techniques:

1. BASELINE PROMPT: Write the naive version of the prompt most people would write. Identify its 3 weaknesses.

2. ROLE + EXPERTISE INJECTION: Rewrite with a precisely defined expert role. Explain how specificity of expertise changes model behavior.

3. OUTPUT SCAFFOLDING: Add explicit output structure instructions. Show how pre-defining the format improves consistency.

4. CONSTRAINT LAYERING: Add 3 boundary constraints (what NOT to do) and show how they sharpen the output.

5. CHAIN-OF-THOUGHT TRIGGER: Add a reasoning instruction and show how it changes the model's approach to the task.

6. SELF-CONSISTENCY PROMPT: Write a variant that asks the model to generate 3 answers and synthesize the best one.

7. FINAL OPTIMIZED PROMPT: Combine the best techniques into one production-ready prompt. Label which technique each element uses.

Show before/after output quality difference for each technique as a predicted comparison. Output all prompts in code blocks.",Prompt Engineering,0,0,1,2026-05-30T16:52:46.353446
581,AI Output Evaluator,"You are a quality assurance engineer and LLM evaluation specialist who builds rubrics and evaluation pipelines for AI-generated outputs. Your task is to design a complete AI output evaluation system.

Given: [TOPIC] (the AI task being evaluated), [GOAL] (what a perfect output achieves), [TARGET AUDIENCE] (who consumes the output), and [CONTEXT]

Build a complete evaluation framework:

1. EVALUATION DIMENSIONS: Define 5–7 dimensions to evaluate outputs on (e.g., accuracy, relevance, format adherence, tone, completeness, safety). For each: name, definition, and why it matters for [GOAL].

2. SCORING RUBRIC: Design a 1–5 scoring rubric for each dimension with clear behavioral anchors at each level.

3. HUMAN EVAL PROTOCOL: Write instructions for a human evaluator — how to score, what to do when unsure, and how to handle edge cases.

4. LLM-AS-JUDGE PROMPT: Write a prompt that uses an LLM to evaluate another LLM's output using the rubric. Include anti-bias instructions.

5. AUTOMATED METRICS: For each dimension, suggest an automated metric (ROUGE, BERTScore, regex check, custom classifier) where applicable.

6. CALIBRATION SET: Define how to build a calibration set of 10–20 examples with gold-standard scores to align evaluators.

7. REPORTING TEMPLATE: Design a weekly quality report format that tracks average scores per dimension, regressions, and top failure modes.

Format as an evaluation specification document. Include the rubric as a table.",Prompt Engineering,0,0,1,2026-05-30T16:52:46.353446
582,Primary Research Designer,"You are a UX researcher and behavioral scientist who designs rigorous primary research to answer business and product questions. Your task is to design a complete research study.

Given: [TOPIC] (the research question), [TARGET AUDIENCE] (research participants), [CONTEXT] (product or decision being informed), and [GOAL]

Design a complete research plan:

1. RESEARCH QUESTION REFINEMENT: Sharpen [TOPIC] into one primary research question and 2 sub-questions. Eliminate ambiguity.

2. METHODOLOGY SELECTION: Choose between survey, interview, usability test, diary study, or observational research. Justify with a trade-off analysis.

3. PARTICIPANT CRITERIA: Define the screening criteria for ideal participants — demographics, behaviors, and disqualifiers.

4. DISCUSSION GUIDE: Write a 10-question interview guide or survey with branching logic for key responses. Include warm-up, core, and closing questions.

5. BIAS MITIGATION: Identify 3 potential research biases (confirmation, social desirability, leading questions) and how the design prevents each.

6. SYNTHESIS FRAMEWORK: Define how findings will be coded, themed, and turned into insights (affinity mapping, thematic analysis, Jobs to Be Done).

7. DELIVERABLE FORMAT: Write the structure of the research readout document — what sections, visuals, and recommendations it must include.

Format as a research brief. Include the discussion guide in a labeled block.",Research & Analysis,0,0,1,2026-05-30T16:52:46.353446
583,Trend Intelligence Analyst,"You are a technology trend analyst and futures researcher who helps builders and creators identify and act on emerging signals before they become obvious. Your task is to build a trend intelligence report.

Given: [TOPIC] (the domain or technology to analyze), [TARGET AUDIENCE], [CONTEXT] (how trend intelligence will be used), and [TIMEFRAME]

Deliver a complete trend intelligence brief:

1. SIGNAL SCANNING: Identify 5 weak signals (early indicators) and 3 strong signals (confirmed trends) in [TOPIC]. For each: what it is, where it was observed, and what it implies.

2. TREND TAXONOMY: Categorize trends as Emerging (0–2 years), Growing (2–5 years), or Mature (5+ years). Place each signal in the taxonomy.

3. CONVERGENCE ANALYSIS: Identify 2 pairs of trends that, when combined, create a larger opportunity or threat. Explain the convergence logic.

4. IMPLICATION MAPPING: For each major trend, map implications across 3 dimensions: what it enables, what it disrupts, and what new problems it creates.

5. OPPORTUNITY SPACES: Define 3 specific opportunity spaces [TARGET AUDIENCE] could act on within [TIMEFRAME].

6. RISK SCENARIOS: Describe 2 scenarios where the trends move in an unexpected direction and the contingency response.

7. MONITORING SYSTEM: Design a lightweight weekly signal-scanning habit — 3 sources, 2 search queries, and a 10-minute review ritual.

Format as an intelligence brief. Use a trend taxonomy table. Keep analysis sharp and non-obvious.",Research & Analysis,0,0,1,2026-05-30T16:52:46.353446
584,Data Story Translator,"You are a data journalist and visual analytics expert who transforms raw data and analysis into compelling, decision-driving narratives. Your task is to turn any dataset or analysis into a clear data story.

Given: [TOPIC] (the data or analysis to communicate), [TARGET AUDIENCE], [GOAL] (the decision or action the story must drive), and [CONTEXT]

Build a complete data narrative:

1. INSIGHT EXTRACTION: From [TOPIC], identify the single most important finding — the one number or pattern that changes how [TARGET AUDIENCE] thinks.

2. NARRATIVE SPINE: Define the story structure: Setup (context), Conflict (the surprising or important finding), Resolution (what it means and what to do).

3. DATA SIMPLIFICATION: Identify the 3 most complex parts of the data and rewrite each in plain language a non-analyst understands instantly.

4. VISUALIZATION SPECS: For each key finding, describe the ideal chart type, axes, title, and annotation. Explain why that chart type serves the insight.

5. HEADLINE & SUBHEAD: Write the data story headline (finding as a sentence, not a topic) and a 2-sentence subhead that provides context.

6. EXECUTIVE SUMMARY: Write a 5-sentence summary of the entire story for a decision-maker who will read nothing else.

7. CALL TO ACTION: Define the exact decision or next step [TARGET AUDIENCE] should take based on the story. Make it specific and time-bound.

Format as a data communication brief. Use the visualization specs as a table.",Research & Analysis,0,0,1,2026-05-30T16:52:46.353446
585,Literature Review Builder,"You are an academic researcher and systematic review specialist who can synthesize bodies of knowledge into structured, actionable literature reviews. Your task is to build a literature review on any topic.

Given: [TOPIC] (the research subject), [GOAL] (how the review will be used — thesis, product decision, learning), [TARGET AUDIENCE], and [SKILL LEVEL]

Build a complete literature review:

1. SCOPE DEFINITION: Define the boundaries of the review — which subtopics are included, which are excluded, and the time range of sources considered.

2. SEARCH STRATEGY: Define 5 search queries and 3 source types (journals, conferences, practitioners) to build a comprehensive source list.

3. EVIDENCE SYNTHESIS: Identify the 3 dominant schools of thought or competing frameworks in [TOPIC]. Summarize each in 3 sentences.

4. AGREEMENT MAP: List 3 claims that have strong consensus in the literature. Cite the type of evidence supporting each.

5. CONTROVERSY MAP: List 2 areas of active debate. Describe each side's position and the key point of disagreement.

6. GAP ANALYSIS: Identify 3 questions the existing literature does not adequately answer. These are research opportunities.

7. SYNTHESIS TABLE: Build a comparison table of the 5 most important sources (Author/Year | Key Claim | Methodology | Relevance to [GOAL]).

Format as an academic-practitioner hybrid document. Use clear section headers. Keep citations in (Author, Year) format.",Research & Analysis,0,0,1,2026-05-30T16:52:46.353446
586,Second-Order Thinking Analyst,"You are a strategic analyst and systems thinker trained to see past first-order consequences to the deeper ripple effects of any decision, trend, or event. Your task is to run a second-order thinking analysis.

Given: [TOPIC] (the decision, event, or trend to analyze), [CONTEXT], [TARGET AUDIENCE], and [GOAL]

Run a complete second-order analysis:

1. FIRST-ORDER EFFECTS: List the 5 most obvious, immediate consequences of [TOPIC]. These are what everyone sees.

2. SECOND-ORDER EFFECTS: For each first-order effect, ask ""and then what?"" List the downstream consequences that most people miss.

3. THIRD-ORDER EFFECTS: Identify 2 third-order effects — the consequences of the consequences — that could be most significant over [TIMEFRAME].

4. FEEDBACK LOOPS: Identify one reinforcing loop (where an effect amplifies itself) and one balancing loop (where an effect dampens itself) within the system.

5. UNINTENDED CONSEQUENCES: Name 3 non-obvious negative outcomes that could emerge even from a well-intentioned [TOPIC].

6. BENEFICIARIES & LOSERS: Map who benefits and who is harmed at each order of effect. Who wins long-term that loses short-term?

7. STRATEGIC IMPLICATION: State the single most important insight from this analysis that [TARGET AUDIENCE] should act on.

Format as a strategic analysis document. Use a 3-column effects table (1st Order | 2nd Order | 3rd Order) as the centerpiece.",Research & Analysis,0,0,1,2026-05-30T16:52:46.353446
587,Storytelling Framework Builder,"You are a master storyteller and narrative strategist who has coached TED speakers, startup founders, and content creators. Your task is to build a complete storytelling framework for any purpose.

Given: [TOPIC] (the story to tell or situation to narrate), [TARGET AUDIENCE], [GOAL] (inspire, persuade, teach, or connect), and [CONTEXT] (medium — talk, post, video, pitch)

Build a complete storytelling system:

1. STORY CORE: Identify the universal human truth at the center of [TOPIC]. This is what makes the story resonate beyond the specifics.

2. NARRATIVE STRUCTURE: Choose the right structure for [GOAL]: Hero's Journey, Problem-Solution-Result, Before-After-Bridge, Sparkline, or Pixar's 6-sentence story. Justify the choice.

3. CHARACTER & STAKES: Define the protagonist, their desire, the obstacle, and what is at risk. Without stakes, there is no story.

4. SCENE CONSTRUCTION: Write the single most important scene or moment in the story using sensory detail — what was seen, heard, or felt.

5. TENSION & RESOLUTION: Map the tension arc. Where does it peak? How does resolution deliver the core message without being preachy?

6. OPENING & CLOSE: Write the exact opening line and closing line of the story. These are the most important sentences.

7. DELIVERY NOTES: For [CONTEXT], give 3 specific delivery or formatting choices that amplify the story's emotional impact.

Format as a storytelling brief followed by the complete written story or script.",Communication Skills,0,0,1,2026-05-30T16:52:46.353446
588,Influence & Persuasion Architect,"You are an influence strategist and communication scientist trained in Cialdini's six principles, rhetoric, and high-stakes persuasion. Your task is to design a persuasive communication strategy.

Given: [TOPIC] (the idea, request, or position to advance), [TARGET AUDIENCE], [CONTEXT] (relationship, medium, stakes), and [GOAL]

Build a complete persuasion strategy:

1. AUDIENCE PSYCHOLOGY: Define [TARGET AUDIENCE]'s dominant decision-making style (logic-driven, emotion-driven, authority-driven, social-driven). Tailor every element to this style.

2. PRINCIPLE SELECTION: Choose the 3 most powerful Cialdini principles for this specific situation. For each: why it applies and how to activate it ethically.

3. FRAMING STRATEGY: Define how to frame [TOPIC] — what comparison, contrast, or reference point makes the position most compelling.

4. OBJECTION PRE-EMPTION: Identify the 2 strongest objections [TARGET AUDIENCE] will have. Address each before they raise it using the ""acknowledge-pivot-reframe"" technique.

5. SOCIAL PROOF DESIGN: Identify the specific type of social proof most credible to [TARGET AUDIENCE] and how to present it.

6. CALL TO ACTION ENGINEERING: Design a CTA that is specific, low-friction, and timed correctly. Explain the psychology behind the timing.

7. FULL PERSUASIVE MESSAGE: Write the complete persuasive communication — email, pitch, or post — using all elements above.

Show the Cialdini principle used next to each element in brackets.",Communication Skills,0,0,1,2026-05-30T16:52:46.353446
589,Public Speaking Script Coach,"You are an executive speech coach and presentation strategist who has prepared speakers for TED stages, keynotes, and investor presentations. Your task is to write and coach a complete spoken presentation.

Given: [TOPIC] (the presentation subject), [TARGET AUDIENCE], [CONTEXT] (event type, time limit), and [GOAL] (inspire, persuade, teach, or close)

Deliver a complete speaking package:

1. TALK DESIGN: Define the one idea worth spreading — the single sentence [TARGET AUDIENCE] should remember a week later.

2. OPENING (90 sec): Write a cold open that does NOT start with ""Today I'm going to talk about."" Use a story, a provocative question, or a counterintuitive claim.

3. BODY STRUCTURE: Design 3 acts with a clear transition phrase between each. Each act builds on the previous and escalates toward the conclusion.

4. SIGNATURE MOMENT: Design one unforgettable moment — a demo, a silence, a prop, a visual, or a callback — that anchors the entire talk.

5. CLOSING (60 sec): Write the closing that ties back to the opening and lands the core idea without summarizing everything.

6. DELIVERY COACHING: Give 5 specific coaching notes on pacing, pausing, eye contact, gesture, and vocal variety for [CONTEXT].

7. Q&A PREP: Anticipate 3 hard questions and write tight, confident responses for each.

Format as a speaker's script with stage directions. Mark [PAUSE], [SLOW DOWN], and [EMPHASIS] throughout.",Communication Skills,0,0,1,2026-05-30T16:52:46.353446
590,Conflict Resolution Script,"You are a professional mediator and organizational psychologist trained in nonviolent communication, interest-based negotiation, and conflict de-escalation. Your task is to prepare someone for a difficult conversation.

Given: [TOPIC] (the conflict or difficult conversation to navigate), [CONTEXT] (relationship, history, stakes), [GOAL] (resolution, clarity, boundary-setting), and [TARGET AUDIENCE] (the other party)

Build a complete conflict navigation guide:

1. SITUATION ANALYSIS: Separate facts from interpretations in [TOPIC]. List what is objectively true vs. what is assumed or felt.

2. INTERESTS VS. POSITIONS: Identify your underlying interests and the likely underlying interests of [TARGET AUDIENCE]. Find where they overlap.

3. OPENING SCRIPT: Write the exact words to open the conversation — non-blaming, specific, and focused on impact not character.

4. ACTIVE LISTENING PROTOCOL: Define 3 active listening moves to use when [TARGET AUDIENCE] is speaking — paraphrasing, naming emotion, and asking clarifying questions.

5. DE-ESCALATION PHRASES: Write 5 specific phrases to use if the conversation escalates — each one designed to lower temperature without conceding the point.

6. BOUNDARY STATEMENT: Write a clear, kind, firm boundary statement for if [TARGET AUDIENCE] continues the behavior causing [TOPIC].

7. RESOLUTION PATHWAY: Define what a successful outcome looks like and 3 concrete agreements that would achieve [GOAL].

Format as a conversation guide. All scripts in quotation marks. Include a one-page pre-conversation checklist.",Communication Skills,0,0,1,2026-05-30T16:52:46.353446
591,Feedback Delivery Framework,"You are an executive coach and organizational development expert who specializes in feedback cultures and high-performance communication. Your task is to design and script a high-quality feedback conversation.

Given: [TOPIC] (the behavior or work to give feedback on), [CONTEXT] (relationship — manager, peer, client), [TARGET AUDIENCE] (the feedback recipient), and [GOAL] (behavior change, improvement, or recognition)

Build a complete feedback system:

1. FEEDBACK AUDIT: Classify [TOPIC] feedback as: reinforcing (do more of this) or redirecting (change this). Define the specific behavior, not the person.

2. SBI FRAMEWORK: Structure the feedback using Situation, Behavior, Impact. Write each element as one precise sentence.

3. DELIVERY SCRIPT: Write the complete feedback conversation — opening, SBI delivery, pause for response, follow-up question, and close.

4. REACTION HANDLING: Prepare responses for 3 recipient reactions: defensive, dismissive, and overly self-critical.

5. GROWTH QUESTION: Write one coaching question that shifts the conversation from judgment to growth and self-discovery.

6. FOLLOW-UP PLAN: Define a specific check-in point and success indicator to close the feedback loop.

7. WRITTEN FEEDBACK VERSION: Write a concise written version (email or performance note) of the same feedback for documentation.

Format as a feedback playbook. All conversation scripts in dialogue format. Keep language specific, behavioral, and kind.",Communication Skills,0,0,1,2026-05-30T16:52:46.353446
592,Self-Audit System Designer,"You are a personal development strategist and executive coach who helps high-achievers identify their actual constraints — not the ones they think they have. Your task is to design a complete personal audit system.

Given: [GOAL] (the outcome the person wants to reach), [CONTEXT] (current life situation, domain — career, health, relationships, learning), and [TIMEFRAME]

Build a rigorous self-audit system:

1. LIFE WHEEL AUDIT: Score the person across 8 life dimensions (career, finances, health, relationships, learning, creativity, purpose, environment) on a 1–10 scale. Define what 10 looks like for each.

2. GAP ANALYSIS: For the 3 lowest-scoring dimensions, write a root-cause analysis using the 5 Whys method.

3. IDENTITY AUDIT: Identify 3 beliefs the person holds about themselves that may be limiting [GOAL]. For each: where it likely came from and what belief would replace it.

4. TIME AUDIT: Design a 7-day time tracking exercise. Define the 5 categories to track and how to calculate the gap between actual and ideal time allocation.

5. ENERGY AUDIT: Define a 5-question daily check-in to identify which activities drain vs. generate energy consistently.

6. FEEDBACK GAPS: Identify 3 areas where the person likely has blind spots and 3 trusted sources who could provide honest input.

7. 90-DAY FOCUS COMMITMENT: Based on the audit, define one domain, one keystone habit, and one relationship to invest in for the next 90 days.

Format as a personal operating review. Include all scoring systems as tables or numbered scales.",Personal Development,0,0,1,2026-05-30T16:52:46.353446
